country,iso2,iso3,group,source,series_id,date,real_gdp
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1980-07-01,1795435.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1980-10-01,1828919.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1981-01-01,1864755.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1981-04-01,1850936.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1981-07-01,1873101.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1981-10-01,1852692
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1982-01-01,1823907.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1982-04-01,1832228
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1982-07-01,1825224
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1982-10-01,1825954.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1983-01-01,1850016.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1983-04-01,1892114
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1983-07-01,1929936.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1983-10-01,1970198.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1984-01-01,2008711.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1984-04-01,2043417.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1984-07-01,2063116.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1984-10-01,2080049.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1985-01-01,2100205
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1985-04-01,2118696.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1985-07-01,2151055
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1985-10-01,2167047
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1986-01-01,2187281.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1986-04-01,2197131
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1986-07-01,2218150.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1986-10-01,2230048.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1987-01-01,2246591.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1987-04-01,2270814
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1987-07-01,2290506
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1987-10-01,2329833
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1988-01-01,2341875.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1988-04-01,2372648.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1988-07-01,2386551.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1988-10-01,2418351.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1989-01-01,2442931.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1989-04-01,2461573.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1989-07-01,2479807
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1989-10-01,2484691.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1990-01-01,2511846.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1990-04-01,2520963.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1990-07-01,2522642.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1990-10-01,2499676
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1991-01-01,2487979
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1991-04-01,2507377.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1991-07-01,2520048.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1991-10-01,2528832.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1992-01-01,2559108.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1992-04-01,2586857.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1992-07-01,2612418.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1992-10-01,2639662
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1993-01-01,2644068.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1993-04-01,2659461.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1993-07-01,2672151.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1993-10-01,2708496.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1994-01-01,2734779
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1994-04-01,2771840.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1994-07-01,2788044
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1994-10-01,2819983
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1995-01-01,2829987.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1995-04-01,2838430.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1995-07-01,2862577.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1995-10-01,2882016.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1996-01-01,2903604.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1996-04-01,2952035
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1996-07-01,2978515.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1996-10-01,3009443.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1997-01-01,3028868
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1997-04-01,3079305.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1997-07-01,3117752.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1997-10-01,3144373.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1998-01-01,3175935.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1998-04-01,3205334.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1998-07-01,3245688
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1998-10-01,3297917.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1999-01-01,3328899.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1999-04-01,3356687
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1999-07-01,3401192.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,1999-10-01,3456995
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2000-01-01,3469536.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2000-04-01,3532727
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2000-07-01,3536328
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2000-10-01,3557441.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2001-01-01,3545780
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2001-04-01,3567923.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2001-07-01,3553629
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2001-10-01,3563393.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2002-01-01,3593196.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2002-04-01,3615212
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2002-07-01,3629908.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2002-10-01,3634395
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2003-01-01,3653535.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2003-04-01,3685891.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2003-07-01,3747195.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2003-10-01,3790690
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2004-01-01,3812170
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2004-04-01,3841712.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2004-07-01,3878154.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2004-10-01,3917720
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2005-01-01,3961181.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2005-04-01,3980695.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2005-07-01,4011896.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2005-10-01,4034183.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2006-01-01,4088458.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2006-04-01,4099037.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2006-07-01,4105184.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2006-10-01,4140466.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2007-01-01,4152922.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2007-04-01,4178328.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2007-07-01,4202396.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2007-10-01,4228797.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2008-01-01,4210750.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2008-04-01,4235822.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2008-07-01,4213573.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2008-10-01,4121337.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2009-01-01,4074565.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2009-04-01,4067286.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2009-07-01,4081570.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2009-10-01,4125688.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2010-01-01,4145677.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2010-04-01,4185790.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2010-07-01,4218066.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2010-10-01,4240216
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2011-01-01,4230158
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2011-04-01,4258778.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2011-07-01,4257828.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2011-10-01,4305645.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2012-01-01,4341752.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2012-04-01,4361131.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2012-07-01,4367412.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2012-10-01,4372463
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2013-01-01,4415600
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2013-04-01,4427417.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2013-07-01,4465112.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2013-10-01,4504036.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2014-01-01,4488493.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2014-04-01,4546477.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2014-07-01,4601735.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2014-10-01,4625007.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2015-01-01,4666655.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2015-04-01,4695560.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2015-07-01,4714354.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2015-10-01,4723051.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2016-01-01,4750422.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2016-04-01,4765677.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2016-07-01,4799484.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2016-10-01,4826088
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2017-01-01,4849585.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2017-04-01,4876737.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2017-07-01,4915191.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2017-10-01,4970588
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2018-01-01,5011019.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2018-04-01,5037619
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2018-07-01,5069038.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2018-10-01,5076218.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2019-01-01,5107910.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2019-04-01,5150568.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2019-07-01,5210830.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2019-10-01,5246362
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2020-01-01,5173309.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2020-04-01,4764154.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2020-07-01,5137198.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2020-10-01,5192922.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2021-01-01,5264594.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2021-04-01,5347251.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2021-07-01,5392855.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2021-10-01,5490097
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2022-01-01,5475962.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2022-04-01,5479805.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2022-07-01,5516696
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2022-10-01,5562364.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2023-01-01,5600858.8
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2023-04-01,5634854.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2023-07-01,5695233.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2023-10-01,5740150
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2024-01-01,5763386.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2024-04-01,5805976.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2024-07-01,5850073.5
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2024-10-01,5885587.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2025-01-01,5878179.3
United States,US,USA,Comparator,IMF IFS via DBnomics,Q.US.NGDP_R_SA_XDC,2025-04-01,5921321.8
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2025-10-01,34136267.14
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2025-07-01,33742070.24
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2025-04-01,33449902.01
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2025-01-01,33145291.12
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2024-10-01,32695067.85
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2024-07-01,32146107.47
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2024-04-01,31812297.24
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2024-01-01,31458426.87
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2023-10-01,31031911.2
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2023-07-01,30707938.25
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2023-04-01,30388500.7
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2023-01-01,29973612.9
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2022-10-01,29435681.01
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2022-07-01,29176725.6
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2022-04-01,28506830.68
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2022-01-01,28737617.83
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2021-10-01,28533413.52
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2021-07-01,28039092.79
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2021-04-01,28198537.13
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2021-01-01,27541010.53
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2020-10-01,27307882.36
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2020-07-01,26531546.95
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2020-04-01,26040441.01
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2020-01-01,23199261.77
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2019-10-01,25681340.19
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2019-07-01,25292087.79
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2019-04-01,25176317.88
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2019-01-01,24866360.3
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2018-10-01,24298106.28
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2018-07-01,23890602
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2018-04-01,23696296.21
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2018-01-01,23315801.32
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2017-10-01,22841406.87
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2017-07-01,22440280.69
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2017-04-01,22136669.79
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2017-01-01,21779135.24
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2016-10-01,21390825.08
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2016-07-01,21023426.02
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2016-04-01,20679023.15
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2016-01-01,20342161.06
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2015-10-01,20028561.54
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2015-07-01,19709408.29
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2015-04-01,19382609.23
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2015-01-01,19041612.24
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2014-10-01,18738163.22
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2014-07-01,18418981.09
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2014-04-01,18097666.19
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2014-01-01,17775161.72
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2013-10-01,17457222.57
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2013-07-01,17158861.47
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2013-04-01,16800751.69
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2013-01-01,16517606.96
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2012-10-01,16222028.21
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2012-07-01,15893962.15
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2012-04-01,15608279.4
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2012-01-01,15308945.31
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2011-10-01,15021821.56
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2011-07-01,14772620.22
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2011-04-01,14485276.88
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2011-01-01,14167119.47
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2010-10-01,13829978.84
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2010-07-01,13509236.4
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2010-04-01,13172894.62
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2010-01-01,12870190.59
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2009-10-01,12587151.99
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2009-07-01,12297236.95
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2009-04-01,11895695.17
China,CN,CHN,Asia-Pacific,World Bank GEM,NYGDPMKTPSAKN,2009-01-01,11462631.24
