country,iso2,iso3,group,component,source,series_id,source_adjustment,adjustment_method,date,real_value
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2002-01-01,68614650
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2002-04-01,69181075
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2002-07-01,69242750
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2002-10-01,69079475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2003-01-01,69360500
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2003-04-01,69232825
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2003-07-01,69211275
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2003-10-01,70155600
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2004-01-01,70151750
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2004-04-01,70216775
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2004-07-01,70752025
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2004-10-01,70382850
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2005-01-01,70795100
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2005-04-01,71247575
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2005-07-01,71926475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2005-10-01,71953175
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2006-01-01,72195175
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2006-04-01,72111000
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2006-07-01,71555850
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2006-10-01,72651450
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2007-01-01,72695575
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2007-04-01,73098375
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2007-07-01,72379750
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2007-10-01,72507075
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2008-01-01,72856025
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2008-04-01,71996025
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2008-07-01,71776150
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2008-10-01,70674500
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2009-01-01,70333450
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2009-04-01,70959850
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2009-07-01,71477625
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2009-10-01,71939625
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2010-01-01,72203050
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2010-04-01,72736675
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2010-07-01,73823250
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2010-10-01,72589875
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2011-01-01,71397175
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2011-04-01,71917100
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2011-07-01,73039150
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2011-10-01,73465075
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2012-01-01,73805775
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2012-04-01,73904650
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2012-07-01,73875425
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2012-10-01,74199725
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2013-01-01,75298150
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2013-04-01,75870625
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2013-07-01,76279025
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2013-10-01,76150600
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2014-01-01,77636000
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2014-04-01,73839325
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2014-07-01,74486600
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2014-10-01,74621725
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2015-01-01,74976475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2015-04-01,75063475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2015-07-01,75281475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2015-10-01,74783475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2016-01-01,74843900
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2016-04-01,74364775
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2016-07-01,74672700
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2016-10-01,74851175
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2017-01-01,75235700
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2017-04-01,75639475
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2017-07-01,75409625
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2017-10-01,75647025
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2018-01-01,75526150
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2018-04-01,75671275
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2018-07-01,75726875
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2018-10-01,75617000
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-01-01,75372125
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-04-01,75531500
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-07-01,76224200
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-10-01,73637000
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-01-01,74230725
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-04-01,68145250
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-07-01,71822125
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-10-01,73167250
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-01-01,72004450
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-04-01,72320050
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-07-01,71535875
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-10-01,73702575
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-01-01,72714975
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-04-01,74180725
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-07-01,74223500
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-10-01,74364600
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-01-01,75058700
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-04-01,74580750
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-07-01,74198625
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-10-01,74184300
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-01-01,73713900
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-04-01,74309900
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-07-01,74851800
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-10-01,74920150
Japan,JP,JPN,Asia-Pacific,Consumption,IMF IFS via DBnomics,Q.JP.NCP_R_SA_XDC,SA,Source seasonally adjusted,2025-01-01,75028100
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1994-01-01,34942375
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1994-04-01,35374950
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1994-07-01,35520800
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1994-10-01,35334700
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1995-01-01,35106975
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1995-04-01,36005350
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1995-07-01,36983275
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1995-10-01,37501025
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1996-01-01,38297225
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1996-04-01,39138150
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1996-07-01,39186050
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1996-10-01,39065975
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1997-01-01,38857800
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1997-04-01,38205225
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1997-07-01,38009375
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1997-10-01,37684425
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1998-01-01,36607075
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1998-04-01,36205550
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1998-07-01,36362525
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1998-10-01,36705650
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1999-01-01,36124050
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1999-04-01,36467850
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1999-07-01,36081725
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,1999-10-01,35993825
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-01-01,36229050
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-04-01,36023500
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-07-01,36417350
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-10-01,36869950
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-01-01,37437650
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-04-01,35938500
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-07-01,35522300
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-10-01,34520700
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-01-01,34409300
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-04-01,33905675
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-07-01,34176000
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-10-01,33985450
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-01-01,33745550
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-04-01,34111275
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-07-01,33678575
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-10-01,34203275
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-01-01,33865500
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-04-01,33866375
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-07-01,33991925
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-10-01,34356875
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-01-01,34621700
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-04-01,34842850
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-07-01,35560625
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-10-01,35121600
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-01-01,35151000
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-04-01,35219200
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-07-01,34897550
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-10-01,35396175
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-01-01,35330250
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-04-01,34819875
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-07-01,33968275
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-10-01,33488000
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-01-01,33643050
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-04-01,33268100
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-07-01,33026825
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-10-01,32271800
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-01-01,30734850
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-04-01,30140200
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-07-01,29206025
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-10-01,29004975
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-01-01,29363900
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-04-01,29247525
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-07-01,29444600
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-10-01,29426200
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-01-01,29900075
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-04-01,29642300
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-07-01,30081450
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-10-01,30545350
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-01-01,30845150
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-04-01,31017825
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-07-01,30824000
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-10-01,30767450
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-01-01,30898825
Japan,JP,JPN,Asia-Pacific,Investment,IMF IFS via DBnomics,Q.JP.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-04-01,31851700
