date,country,iso2,group,component,cycle,yoy_growth,qoq_annualised
1975-01-01,Australia,AU,Asia-Pacific,Consumption,0.8562584222324593,NA,NA
1975-04-01,Australia,AU,Asia-Pacific,Consumption,1.0617431342168455,NA,3.399598060821063
1975-07-01,Australia,AU,Asia-Pacific,Consumption,-0.31179592305176745,NA,-2.9143563701353514
1975-10-01,Australia,AU,Asia-Pacific,Consumption,-2.923837886403604,NA,-7.861432344521546
1976-01-01,Australia,AU,Asia-Pacific,Consumption,-1.7880045974592598,-0.05879270628561528,7.1410198286933735
1976-04-01,Australia,AU,Asia-Pacific,Consumption,-0.4657963096788091,1.0648520053679889,7.8941769074354795
1976-07-01,Australia,AU,Asia-Pacific,Consumption,1.1998779222568459,4.110424516733779,9.26793367532781
1976-10-01,Australia,AU,Asia-Pacific,Consumption,1.6277180120693222,7.152672981665731,4.30756151520626
1977-01-01,Australia,AU,Asia-Pacific,Consumption,0.8284087519456238,5.213417933426889,-0.6160003642619927
1977-04-01,Australia,AU,Asia-Pacific,Consumption,1.1834921371655673,4.236060242649131,3.984746144324447
1977-07-01,Australia,AU,Asia-Pacific,Consumption,0.7637782939144765,2.136312970434062,0.8689445864675349
1977-10-01,Australia,AU,Asia-Pacific,Consumption,0.20688891223226324,1.1361225786146179,0.3067999479284822
1978-01-01,Australia,AU,Asia-Pacific,Consumption,-0.08018594647050367,1.6345464596613013,1.3776951599247411
1978-04-01,Australia,AU,Asia-Pacific,Consumption,1.4993025704998357,2.8486555760474985,8.841182609869236
1978-07-01,Australia,AU,Asia-Pacific,Consumption,0.6410353240189528,2.4046168958365755,-0.9072101343761574
1978-10-01,Australia,AU,Asia-Pacific,Consumption,-1.0274939006818096,1.2937961291138222,-4.136483118962531
1979-01-01,Australia,AU,Asia-Pacific,Consumption,-0.5947959612205826,2.022109257388216,4.290947673022316
1979-04-01,Australia,AU,Asia-Pacific,Consumption,-0.7919221654660016,0.26240153137706557,1.802351705824634
1979-07-01,Australia,AU,Asia-Pacific,Consumption,-1.304665675357778,0.6335227082853834,0.5772745732571138
1979-10-01,Australia,AU,Asia-Pacific,Consumption,-1.5579149870529339,2.0819822712851987,1.6573551330367309
1980-01-01,Australia,AU,Asia-Pacific,Consumption,-0.9990012747241759,2.2466356052577297,4.94956100891244
1980-04-01,Australia,AU,Asia-Pacific,Consumption,-1.3519926618827793,2.131810082817154,1.3430496160623306
1980-07-01,Australia,AU,Asia-Pacific,Consumption,-1.277487052656073,2.7597925217117236,3.089204328835393
1980-10-01,Australia,AU,Asia-Pacific,Consumption,-1.028541832710944,3.2991555483071977,3.814807239418627
1981-01-01,Australia,AU,Asia-Pacific,Consumption,-1.2388271031264027,2.560318738212075,1.9942137685319494
1981-04-01,Australia,AU,Asia-Pacific,Consumption,0.014937714437708235,4.187720154014052,7.8526552792702375
1981-07-01,Australia,AU,Asia-Pacific,Consumption,1.6627310994385283,5.768875648891125,9.413826308343687
1981-10-01,Australia,AU,Asia-Pacific,Consumption,1.232785426467588,5.082868784180405,1.070779780575748
1982-01-01,Australia,AU,Asia-Pacific,Consumption,1.2839244500481313,5.32182485290793,2.9500380434420492
1982-04-01,Australia,AU,Asia-Pacific,Consumption,2.7607069485798776,5.508066822094015,8.597623156014578
1982-07-01,Australia,AU,Asia-Pacific,Consumption,1.8942613635050023,2.94536614040517,-0.8369764184116946
1982-10-01,Australia,AU,Asia-Pacific,Consumption,2.1967639273499233,3.622004258229161,3.7773322518717123
1983-01-01,Australia,AU,Asia-Pacific,Consumption,1.5885845682883366,2.9040096480843047,0.07805960286262348
1983-04-01,Australia,AU,Asia-Pacific,Consumption,0.2860870673028395,0.06827209798441203,-2.745327044384993
1983-07-01,Australia,AU,Asia-Pacific,Consumption,0.43194005044752726,1.03160699054623,3.016363151835577
1983-10-01,Australia,AU,Asia-Pacific,Consumption,-0.04496839978088054,0.21445473631906964,0.508723234963071
1984-01-01,Australia,AU,Asia-Pacific,Consumption,0.6170681719897182,1.460966472259706,5.064106546625169
1984-04-01,Australia,AU,Asia-Pacific,Consumption,-0.525650706093869,1.6124914725862638,-2.139227043078762
1984-07-01,Australia,AU,Asia-Pacific,Consumption,-2.5777129855229006,-0.5774205109403852,-5.743284782271019
1984-10-01,Australia,AU,Asia-Pacific,Consumption,-2.8313274936549346,-0.32956739497667087,1.5001356988179282
1985-01-01,Australia,AU,Asia-Pacific,Consumption,-1.4298811370919282,0.4493754185537213,8.179877800746738
1985-04-01,Australia,AU,Asia-Pacific,Consumption,-1.0724876596130035,2.0006711433415703,4.065955856072634
1985-07-01,Australia,AU,Asia-Pacific,Consumption,0.40597396543365705,5.5894258998284485,8.611734243676494
1985-10-01,Australia,AU,Asia-Pacific,Consumption,1.0223110857175959,6.519711232244063,5.221277028480387
1986-01-01,Australia,AU,Asia-Pacific,Consumption,-1.0044362518104102,3.150874267688053,-5.295470057477303
1986-04-01,Australia,AU,Asia-Pacific,Consumption,0.24129415682770228,4.0969196515765915,7.850137391626788
1986-07-01,Australia,AU,Asia-Pacific,Consumption,0.21234896505422599,2.6451676113925515,2.804726082940334
1986-10-01,Australia,AU,Asia-Pacific,Consumption,-0.707627710841961,1.1628706301028302,-0.7079108966784986
1987-01-01,Australia,AU,Asia-Pacific,Consumption,-1.138960807654124,2.810958422685772,1.2968811128544644
1987-04-01,Australia,AU,Asia-Pacific,Consumption,-1.3515877258053322,1.403144871714801,2.218883187742904
1987-07-01,Australia,AU,Asia-Pacific,Consumption,-0.6515392301442171,2.1796819680460544,5.910874468265348
1987-10-01,Australia,AU,Asia-Pacific,Consumption,-0.4441067905391498,3.3497679834727734,3.9724331650283773
1988-01-01,Australia,AU,Asia-Pacific,Consumption,-0.3831291917464952,3.8774829978603265,3.4077411704046767
1988-04-01,Australia,AU,Asia-Pacific,Consumption,-1.3024614764594689,3.1966679973422174,-0.5043768143295324
1988-07-01,Australia,AU,Asia-Pacific,Consumption,-0.6685879637023748,3.1451004509063907,5.704604282522041
1988-10-01,Australia,AU,Asia-Pacific,Consumption,0.12074609223362234,3.728588301199487,6.306384566200762
1989-01-01,Australia,AU,Asia-Pacific,Consumption,1.5151678088952794,5.048848522135607,8.688782054149158
1989-04-01,Australia,AU,Asia-Pacific,Consumption,1.749046211807024,6.1727092865950794,3.9910662435083566
1989-07-01,Australia,AU,Asia-Pacific,Consumption,1.8242968852974581,5.568361038218939,3.2872112890174776
1989-10-01,Australia,AU,Asia-Pacific,Consumption,1.8084773124385543,4.702804246963588,2.844157401179359
1990-01-01,Australia,AU,Asia-Pacific,Consumption,2.2070099466309876,3.6350900343068204,4.417925203522088
1990-04-01,Australia,AU,Asia-Pacific,Consumption,1.9772936262286773,3.0925588307146867,1.8209414291398218
1990-07-01,Australia,AU,Asia-Pacific,Consumption,1.4819146817346374,2.4406244013341905,0.6794735714954925
1990-10-01,Australia,AU,Asia-Pacific,Consumption,0.2631425721147753,1.1588843956658934,-2.282802621493829
1991-01-01,Australia,AU,Asia-Pacific,Consumption,-0.2240492052703498,0.20156154239909796,0.5886337904549066
1991-04-01,Australia,AU,Asia-Pacific,Consumption,-0.4139399383773381,0.18068356573994748,1.73742952250322
1991-07-01,Australia,AU,Asia-Pacific,Consumption,0.17321402828906607,1.2155942292274347,4.819116225445441
1991-10-01,Australia,AU,Asia-Pacific,Consumption,-0.32354157479087453,1.9037617219447966,0.4698673493756189
1992-01-01,Australia,AU,Asia-Pacific,Consumption,0.21646720273732534,2.9107604765464146,4.616628808861378
1992-04-01,Australia,AU,Asia-Pacific,Consumption,0.4437533694519563,3.320890091635853,3.3779479828609738
1992-07-01,Australia,AU,Asia-Pacific,Consumption,0.04530624036340816,2.341178851551895,0.900271265109609
1992-10-01,Australia,AU,Asia-Pacific,Consumption,-0.2170039396222562,2.594769953861409,1.4842317586136744
1993-01-01,Australia,AU,Asia-Pacific,Consumption,-0.9830541609323661,1.3213511985561865,-0.47704621235951095
1993-04-01,Australia,AU,Asia-Pacific,Consumption,-0.8219843614466239,1.3015749659738063,3.2988430525314527
1993-07-01,Australia,AU,Asia-Pacific,Consumption,-1.732726827017774,0.8490752811944446,-0.9097274740078376
1993-10-01,Australia,AU,Asia-Pacific,Consumption,-0.7588380033263188,2.1571899934929917,6.7166906078078625
1994-01-01,Australia,AU,Asia-Pacific,Consumption,-0.8715353158637211,2.8922319369996785,2.4631215616672364
1994-04-01,Australia,AU,Asia-Pacific,Consumption,-1.0815637962732294,2.6099106408555173,2.1695578679548078
1994-07-01,Australia,AU,Asia-Pacific,Consumption,0.0117058649592083,4.707172022609996,7.479318053010076
1994-10-01,Australia,AU,Asia-Pacific,Consumption,-0.22050174948339257,3.596019195662592,2.272079300018248
1995-01-01,Australia,AU,Asia-Pacific,Consumption,0.10193486771562649,4.126103448289875,4.583458572176369
1995-04-01,Australia,AU,Asia-Pacific,Consumption,0.4861889644237807,4.813991875629675,4.921111577314008
1995-07-01,Australia,AU,Asia-Pacific,Consumption,-0.1233686684816741,3.202683193537048,1.0340833246395675
1995-10-01,Australia,AU,Asia-Pacific,Consumption,0.08987605987037256,3.737803990167343,4.412562486539429
1996-01-01,Australia,AU,Asia-Pacific,Consumption,0.06932898560367898,3.4827912527115146,3.563407622353054
1996-04-01,Australia,AU,Asia-Pacific,Consumption,-0.24512380486626117,2.8707044642322543,2.472764423396967
1996-07-01,Australia,AU,Asia-Pacific,Consumption,-1.0312515742669963,2.779729836963085,0.6701848155628909
1996-10-01,Australia,AU,Asia-Pacific,Consumption,-1.2572144665632268,2.4249623314258173,2.993492464390357
1997-01-01,Australia,AU,Asia-Pacific,Consumption,-1.264814684484826,2.5204956773082543,3.945541005882802
1997-04-01,Australia,AU,Asia-Pacific,Consumption,-0.6357783579708084,3.5431774952183304,6.563491695037271
1997-07-01,Australia,AU,Asia-Pacific,Consumption,-0.17584567922159347,4.862662852851862,5.948126246097019
1997-10-01,Australia,AU,Asia-Pacific,Consumption,0.1566339634605793,5.486144343944233,5.487418428759838
1998-01-01,Australia,AU,Asia-Pacific,Consumption,-0.5818598557708726,4.809820212136096,1.2402444786502542
1998-04-01,Australia,AU,Asia-Pacific,Consumption,-0.04513567014640754,4.760408176162123,6.365843551141381
1998-07-01,Australia,AU,Asia-Pacific,Consumption,0.8481080681972046,5.224176944880021,7.803201320968611
1998-10-01,Australia,AU,Asia-Pacific,Consumption,0.7316128775858907,4.792813545391894,3.7619648308073295
1999-01-01,Australia,AU,Asia-Pacific,Consumption,1.4844722183868013,6.289167955477559,7.225662118992915
1999-04-01,Australia,AU,Asia-Pacific,Consumption,1.0771516079389878,5.338109679093961,2.5616104456069877
1999-07-01,Australia,AU,Asia-Pacific,Consumption,1.1669868915168768,4.517559924586045,4.5210023029369495
1999-10-01,Australia,AU,Asia-Pacific,Consumption,1.4965329931090225,4.938920438099004,5.447406884859163
2000-01-01,Australia,AU,Asia-Pacific,Consumption,0.7592313477154732,3.4193268340128924,1.1472877026484696
2000-04-01,Australia,AU,Asia-Pacific,Consumption,0.5907542333524067,3.6272515878241762,3.393309460852123
2000-07-01,Australia,AU,Asia-Pacific,Consumption,0.6522440951513666,3.5693137386651586,4.289250906300879
2000-10-01,Australia,AU,Asia-Pacific,Consumption,0.27957688121134533,2.841342751562337,2.535522936447876
2001-01-01,Australia,AU,Asia-Pacific,Consumption,0.15569090930240984,3.435022235954044,3.5220056402152977
2001-04-01,Australia,AU,Asia-Pacific,Consumption,-0.22035441349706567,3.2151654500008675,2.5138823170394176
2001-07-01,Australia,AU,Asia-Pacific,Consumption,-0.9772152567697204,2.3930226953130074,1.0006798875494383
2001-10-01,Australia,AU,Asia-Pacific,Consumption,-1.212755084211471,2.535396533515666,3.10501828925851
2002-01-01,Australia,AU,Asia-Pacific,Consumption,-0.9732605822020558,2.9125855217841945,5.030761593289412
2002-04-01,Australia,AU,Asia-Pacific,Consumption,-0.4291634195449645,3.853689438083485,6.27829798223658
2002-07-01,Australia,AU,Asia-Pacific,Consumption,-0.09959401457580644,4.966119292825155,5.450399306516118
2002-10-01,Australia,AU,Asia-Pacific,Consumption,-0.6685615063637004,4.661484164171803,1.8864777746451011
2003-01-01,Australia,AU,Asia-Pacific,Consumption,-1.1358535040319369,3.984586396192036,2.3231705213703435
2003-04-01,Australia,AU,Asia-Pacific,Consumption,-1.4114400122701292,3.1945310407980543,3.118076560660654
2003-07-01,Australia,AU,Asia-Pacific,Consumption,-1.1410630573603429,3.163248257265572,5.325268172386188
2003-10-01,Australia,AU,Asia-Pacific,Consumption,0.0768414363034193,4.974239104621425,9.130441164068515
2004-01-01,Australia,AU,Asia-Pacific,Consumption,0.9683709679341151,6.350665617401852,7.8288765724920495
2004-04-01,Australia,AU,Asia-Pacific,Consumption,0.4853301512216016,6.152045217025481,2.323594959155173
2004-07-01,Australia,AU,Asia-Pacific,Consumption,0.5952480934381726,5.9907069803808,4.679915225807463
2004-10-01,Australia,AU,Asia-Pacific,Consumption,0.9015931145723308,5.068798576536615,5.442807548691775
2005-01-01,Australia,AU,Asia-Pacific,Consumption,-0.47641656345754835,2.7807693473539175,-1.3232403442387408
2005-04-01,Australia,AU,Asia-Pacific,Consumption,0.2555828738953769,3.971022582644146,7.084607900316087
2005-07-01,Australia,AU,Asia-Pacific,Consumption,-0.17814381685008795,3.397235028401191,2.384765008835643
2005-10-01,Australia,AU,Asia-Pacific,Consumption,-0.9614849753672916,2.2728475296622364,0.9452575537359564
2006-01-01,Australia,AU,Asia-Pacific,Consumption,-0.834556143602728,3.738840457317494,4.540731366382289
2006-04-01,Australia,AU,Asia-Pacific,Consumption,-0.27286317690922246,3.5244938524161995,6.227221480710909
2006-07-01,Australia,AU,Asia-Pacific,Consumption,-0.1300046035683164,4.050870303869303,4.490270814648056
2006-10-01,Australia,AU,Asia-Pacific,Consumption,0.19170349790468938,5.098137667764391,5.1343270093163085
2007-01-01,Australia,AU,Asia-Pacific,Consumption,1.3600381153904342,6.072814155866446,8.43943731879051
2007-04-01,Australia,AU,Asia-Pacific,Consumption,1.262360656777697,5.3371134561507105,3.284418681847967
2007-07-01,Australia,AU,Asia-Pacific,Consumption,2.071564030205796,5.918245051183568,6.814797194779487
2007-10-01,Australia,AU,Asia-Pacific,Consumption,2.3743367184644524,5.806891063311603,4.688911057828449
2008-01-01,Australia,AU,Asia-Pacific,Consumption,2.0170839851578775,4.184733309696043,1.9508063043282675
2008-04-01,Australia,AU,Asia-Pacific,Consumption,0.7370734403498854,2.9060956797124504,-1.8301318380864018
2008-07-01,Australia,AU,Asia-Pacific,Consumption,-0.4042707298689214,0.8643377921812245,-1.3522343553454164
2008-10-01,Australia,AU,Asia-Pacific,Consumption,-1.4116709278403325,-0.5274512016702815,-0.8782449175775753
2009-01-01,Australia,AU,Asia-Pacific,Consumption,-1.7598571812243935,-0.5874539534724832,1.7107952971194607
2009-04-01,Australia,AU,Asia-Pacific,Consumption,-0.9413180358535355,1.4551597657332493,6.340323038736528
2009-07-01,Australia,AU,Asia-Pacific,Consumption,-1.2435128623613307,2.2497321958486083,1.8260553651160194
2009-10-01,Australia,AU,Asia-Pacific,Consumption,-0.6262957802635792,3.8383084216528474,5.476059985639381
2010-01-01,Australia,AU,Asia-Pacific,Consumption,-0.8636880020687762,3.9182495339179724,2.0305597461799607
2010-04-01,Australia,AU,Asia-Pacific,Consumption,-0.15669515076930815,3.7781815905717053,5.78005126535146
2010-07-01,Australia,AU,Asia-Pacific,Consumption,0.12192119645058246,4.330505625888037,4.035351506381346
2010-10-01,Australia,AU,Asia-Pacific,Consumption,0.4966865303754515,4.0577948802951624,4.385217003267883
2011-01-01,Australia,AU,Asia-Pacific,Consumption,0.3800178839943728,4.145534625705238,2.3815187278202643
2011-04-01,Australia,AU,Asia-Pacific,Consumption,0.3468591983973369,3.3694233165594056,2.6756060287681294
2011-07-01,Australia,AU,Asia-Pacific,Consumption,0.30316557082139817,3.008703833816462,2.5924735754095707
2011-10-01,Australia,AU,Asia-Pacific,Consumption,0.01700458914907256,2.3077592025801508,1.5814384783226387
2012-01-01,Australia,AU,Asia-Pacific,Consumption,0.768878457483432,3.135628799704193,5.692997116316434
2012-04-01,Australia,AU,Asia-Pacific,Consumption,0.5452365039208167,2.904472416721404,1.7509804968369735
2012-07-01,Australia,AU,Asia-Pacific,Consumption,0.17645800274253276,2.539611673060982,1.1330306007678814
2012-10-01,Australia,AU,Asia-Pacific,Consumption,-0.29445456428841027,2.317002890804254,0.6910033492957268
2013-01-01,Australia,AU,Asia-Pacific,Consumption,-0.36267121732700836,1.461916081663972,2.2726498797553063
2013-04-01,Australia,AU,Asia-Pacific,Consumption,-0.7211410360229794,1.2957004118939963,1.0861178177570707
2013-07-01,Australia,AU,Asia-Pacific,Consumption,-0.47307694559955027,1.8848040374429331,3.4894451029636286
2013-10-01,Australia,AU,Asia-Pacific,Consumption,-0.59593537903304294,2.2080169130621385,1.9838548517725485
2014-01-01,Australia,AU,Asia-Pacific,Consumption,-0.4510217186691739,2.3980465867088796,3.0327685743422705
2014-04-01,Australia,AU,Asia-Pacific,Consumption,-0.6393600497707832,2.545472537408777,1.6758216205566612
2014-07-01,Australia,AU,Asia-Pacific,Consumption,-0.3028293212295366,2.6102280070688266,3.7484669816038263
2014-10-01,Australia,AU,Asia-Pacific,Consumption,-0.2372982072743014,2.7725511331283315,2.633147356010568
2015-01-01,Australia,AU,Asia-Pacific,Consumption,-0.4011067237108426,2.4341640655842767,1.6792203041660514
2015-04-01,Australia,AU,Asia-Pacific,Consumption,-0.34879202139974275,2.6405346705283606,2.5013040403329967
2015-07-01,Australia,AU,Asia-Pacific,Consumption,-0.00536862624677184,2.607539499507716,3.6164862975212486
2015-10-01,Australia,AU,Asia-Pacific,Consumption,-0.06624941690382136,2.4348280816782975,1.942301684692893
2016-01-01,Australia,AU,Asia-Pacific,Consumption,0.24161103094302167,2.8531655036731607,3.3525699921455043
2016-04-01,Australia,AU,Asia-Pacific,Consumption,0.16495417441255225,2.663316925479009,1.74190972755639
2016-07-01,Australia,AU,Asia-Pacific,Consumption,0.2747660229261706,2.361171133027007,2.40790312771324
2016-10-01,Australia,AU,Asia-Pacific,Consumption,0.5367901718729158,2.6080939423344773,2.929992921922775
2017-01-01,Australia,AU,Asia-Pacific,Consumption,0.5924955918205389,2.2728933257873507,2.011767525956998
2017-04-01,Australia,AU,Asia-Pacific,Consumption,0.770474490436289,2.4381813598091995,2.403061863643785
2017-07-01,Australia,AU,Asia-Pacific,Consumption,1.0549813878341867,2.518207183818255,2.728006423749463
2017-10-01,Australia,AU,Asia-Pacific,Consumption,1.6640568038977412,2.7666268012321638,3.9236713915784094
2018-01-01,Australia,AU,Asia-Pacific,Consumption,1.9442772944822322,2.8903945108647022,2.5068383644871517
2018-04-01,Australia,AU,Asia-Pacific,Consumption,2.310314727415807,2.9781412280479813,2.7540487323769014
2018-07-01,Australia,AU,Asia-Pacific,Consumption,2.1664818414317972,2.4533212901367563,0.6287266721045626
2018-10-01,Australia,AU,Asia-Pacific,Consumption,2.14658725727363,1.7360613168744266,1.0546314985290905
2019-01-01,Australia,AU,Asia-Pacific,Consumption,2.1437964199767343,1.3780034041081635,1.0746067134220993
2019-04-01,Australia,AU,Asia-Pacific,Consumption,2.1800601961884927,0.991781338857578,1.2091604713745596
2019-07-01,Australia,AU,Asia-Pacific,Consumption,1.7228010175529336,0.6459843016871858,-0.7544614765770064
2019-10-01,Australia,AU,Asia-Pacific,Consumption,1.7717375714363695,0.7119204377916688,1.3183760429470226
2020-01-01,Australia,AU,Asia-Pacific,Consumption,0.2269743264668011,-0.7983504511795303,-4.966476842462697
2020-04-01,Australia,AU,Asia-Pacific,Consumption,-13.618419388342629,-14.608823405857407,-54.03273134733695
2020-07-01,Australia,AU,Asia-Pacific,Consumption,-6.6584947607246665,-7.077283562423986,29.37169789715668
2020-10-01,Australia,AU,Asia-Pacific,Consumption,-2.5073940437325,-2.8237774278442984,18.332400581265773
2021-01-01,Australia,AU,Asia-Pacific,Consumption,-1.5341807602089683,-0.12889686999617567,5.813045388929794
2021-04-01,Australia,AU,Asia-Pacific,Consumption,-1.178687538175363,14.2603578204195,3.524287414325755
2021-07-01,Australia,AU,Asia-Pacific,Consumption,-6.485871085216309,2.177882067955217,-18.958205112700455
2021-10-01,Australia,AU,Asia-Pacific,Consumption,-0.9371044548542318,3.7490208489524335,24.61695570525464
2022-01-01,Australia,AU,Asia-Pacific,Consumption,0.8120210238949299,4.679930023845991,9.536682088504023
2022-04-01,Australia,AU,Asia-Pacific,Consumption,2.3604857360761202,6.003087703303045,8.816918132153972
2022-07-01,Australia,AU,Asia-Pacific,Consumption,2.4596997078994476,11.50999209483441,3.0694124534250022
2022-10-01,Australia,AU,Asia-Pacific,Consumption,2.718450298298563,6.288147067908589,3.72957559755136
2023-01-01,Australia,AU,Asia-Pacific,Consumption,2.4984932976006964,4.357834180626874,1.8154305393771608
2023-04-01,Australia,AU,Asia-Pacific,Consumption,2.3355135790677477,2.6609770816850897,2.029489736386836
2023-07-01,Australia,AU,Asia-Pacific,Consumption,1.572438083923887,1.7953658917472026,-0.3930323063265462
2023-10-01,Australia,AU,Asia-Pacific,Consumption,1.023687767194889,0.9728918049571433,0.4396792503911229
2024-01-01,Australia,AU,Asia-Pacific,Consumption,0.8349306919547685,0.9831701535985005,1.8565439339425893
2024-04-01,Australia,AU,Asia-Pacific,Consumption,0.011323131182889353,0.30031617034360636,-0.7019261966327406
2024-07-01,Australia,AU,Asia-Pacific,Consumption,-0.7486844252747266,0.28345751014065,-0.46046694713837155
2024-10-01,Australia,AU,Asia-Pacific,Consumption,-0.7131982606784955,0.8522184219998508,2.714722897827926
2025-01-01,Australia,AU,Asia-Pacific,Consumption,-1.0004087194795723,0.7434412841242022,1.421435382439995
1975-01-01,Australia,AU,Asia-Pacific,GDP,-0.940061101577252,NA,NA
1975-04-01,Australia,AU,Asia-Pacific,GDP,1.4977091398867393,NA,12.470894829068868
1975-07-01,Australia,AU,Asia-Pacific,GDP,-0.29744539994128694,NA,-4.463154448853146
1975-10-01,Australia,AU,Asia-Pacific,GDP,-2.4921842674947183,NA,-6.062447792412939
1976-01-01,Australia,AU,Asia-Pacific,GDP,1.170491821641845,4.828049774021892,17.366906508284785
1976-04-01,Australia,AU,Asia-Pacific,GDP,0.7878034056928819,2.005216818706579,1.1795630078076158
1976-07-01,Australia,AU,Asia-Pacific,GDP,0.9208600980918268,3.9295064900562338,3.2340042365454735
1976-10-01,Australia,AU,Asia-Pacific,GDP,1.1109779111624458,6.3083747628029485,3.4530252985739196
1977-01-01,Australia,AU,Asia-Pacific,GDP,-0.10415252784580459,1.4227548366919862,-2.175573196159064
1977-04-01,Australia,AU,Asia-Pacific,GDP,0.6318507847551778,2.5343020104598324,5.6257517028790005
1977-07-01,Australia,AU,Asia-Pacific,GDP,-0.4712909002623053,1.2933251019997982,-1.7299033972946631
1977-10-01,Australia,AU,Asia-Pacific,GDP,-1.451318557770304,0.1223668342824169,-1.2308077722956057
1978-01-01,Australia,AU,Asia-Pacific,GDP,-1.4354355617183363,1.3572628219010952,2.764010754315649
1978-04-01,Australia,AU,Asia-Pacific,GDP,-1.2772573329395691,0.7871438208338688,3.345275698610095
1978-07-01,Australia,AU,Asia-Pacific,GDP,-0.44806525891831217,2.7293033214272455,6.038734605078844
1978-10-01,Australia,AU,Asia-Pacific,GDP,-0.31949345651694744,3.846951117720465,3.239783412877273
1979-01-01,Australia,AU,Asia-Pacific,GDP,1.7118244340514126,5.867774395505343,10.84730386545516
1979-04-01,Australia,AU,Asia-Pacific,GDP,-0.5875001679693981,3.409824837602571,-6.4865225330009935
1979-07-01,Australia,AU,Asia-Pacific,GDP,-0.33575699024305333,2.825885984073828,3.702979190963873
1979-10-01,Australia,AU,Asia-Pacific,GDP,0.9017176943310837,3.9224786573512915,7.626154105987126
1980-01-01,Australia,AU,Asia-Pacific,GDP,0.7086479334975906,1.6802537165297338,1.878404102168929
1980-04-01,Australia,AU,Asia-Pacific,GDP,0.29903482261253245,3.5476572658277306,0.9830916641909937
1980-07-01,Australia,AU,Asia-Pacific,GDP,0.1891837119164571,3.1597138259430224,2.1512054314250406
1980-10-01,Australia,AU,Asia-Pacific,GDP,1.2507595649346028,2.9544081604628403,6.804931444066398
1981-01-01,Australia,AU,Asia-Pacific,GDP,0.992604541024528,2.8581699961016227,1.4934514447240588
1981-04-01,Australia,AU,Asia-Pacific,GDP,1.912936091814305,4.156745455401989,6.177393501392459
1981-07-01,Australia,AU,Asia-Pacific,GDP,3.2925289453438524,5.616311155313625,7.989468231071584
1981-10-01,Australia,AU,Asia-Pacific,GDP,2.2662327309046706,3.5027676890463155,-1.649242421002839
1982-01-01,Australia,AU,Asia-Pacific,GDP,0.8501073821094067,2.3279883490696207,-3.2056659151827205
1982-04-01,Australia,AU,Asia-Pacific,GDP,1.1123377617912018,1.6672307355317884,3.534363047241129
1982-07-01,Australia,AU,Asia-Pacific,GDP,-0.18409375812354806,-0.9920963794618487,-2.6478402289029646
1982-10-01,Australia,AU,Asia-Pacific,GDP,-2.4608254675821675,-2.201780160887523,-6.487977546705537
1983-01-01,Australia,AU,Asia-Pacific,GDP,-4.110449141922013,-2.367944452622339,-3.8703230821219847
1983-04-01,Australia,AU,Asia-Pacific,GDP,-5.030256740612068,-3.456492623269547,-0.8198296353477019
1983-07-01,Australia,AU,Asia-Pacific,GDP,-3.0161924648628227,-0.029878140094652395,11.058617703796614
1983-10-01,Australia,AU,Asia-Pacific,GDP,-2.1275139478971195,3.266913637934188,6.699189565409824
1984-01-01,Australia,AU,Asia-Pacific,GDP,-0.530101153221052,6.651458445263891,9.66785614719683
1984-04-01,Australia,AU,Asia-Pacific,GDP,-0.21804813400341272,8.018026430510083,4.646442305637066
1984-07-01,Australia,AU,Asia-Pacific,GDP,-0.1775960945560231,6.169630550379779,3.665034183275395
1984-10-01,Australia,AU,Asia-Pacific,GDP,-0.474037965798044,5.096553097364165,2.4068797533473685
1985-01-01,Australia,AU,Asia-Pacific,GDP,0.07426560429812197,4.144405099915893,5.859264157403743
1985-04-01,Australia,AU,Asia-Pacific,GDP,1.3545947338389142,5.193685864717956,8.843565364845318
1985-07-01,Australia,AU,Asia-Pacific,GDP,1.6880729280854563,5.551262965974502,5.095342588301577
1985-10-01,Australia,AU,Asia-Pacific,GDP,0.4609216735297221,4.669136587520306,-1.1216257604694135
1986-01-01,Australia,AU,Asia-Pacific,GDP,0.19740092194155254,3.8915791386603615,2.7490343619639646
1986-04-01,Australia,AU,Asia-Pacific,GDP,-0.9365457991788756,1.4994901881257405,-0.7247904372931657
1986-07-01,Australia,AU,Asia-Pacific,GDP,-1.626386771789763,0.48859106760801296,1.0517461062306666
1986-10-01,Australia,AU,Asia-Pacific,GDP,-0.9408943644508373,2.4047690781332065,6.543086281631361
1987-01-01,Australia,AU,Asia-Pacific,GDP,-0.8985084709438664,2.7041339929150254,3.9464940210912403
1987-04-01,Australia,AU,Asia-Pacific,GDP,-0.2505781015773754,4.467326757886347,6.327980622592122
1987-07-01,Australia,AU,Asia-Pacific,GDP,0.6155917893590611,5.989759241086823,7.141476039032568
1987-10-01,Australia,AU,Asia-Pacific,GDP,1.7189931342125389,6.356873013605302,8.011541371705277
1988-01-01,Australia,AU,Asia-Pacific,GDP,1.2509612428941372,5.777521785917372,1.629089110339521
1988-04-01,Australia,AU,Asia-Pacific,GDP,0.5021838642838352,4.2944832536809585,0.39582649364646727
1988-07-01,Australia,AU,Asia-Pacific,GDP,0.48138350874776803,3.3058692365923292,3.187019970678051
1988-10-01,Australia,AU,Asia-Pacific,GDP,1.312524105600071,2.9192065628876662,6.4648906768866254
1989-01-01,Australia,AU,Asia-Pacific,GDP,1.4913131655018736,3.441338384410919,3.7176163964325326
